timestamp,model,auc_roc,auc_roc_lo,auc_roc_hi,auprc,auprc_lo,auprc_hi,f1,f1_lo,f1_hi,sensitivity,sensitivity_lo,sensitivity_hi,specificity,specificity_lo,specificity_hi,test_size,notes
2026-05-14 11:48,ABBI,0.995,0.9918,0.9975,0.9987,0.9977,0.9994,0.9735,0.9643,0.9817,0.9497,0.9327,0.9653,0.9951,0.9838,1.0,941,DNABERT-2 + ClinicalEncoder + CrossAttention
2026-05-14 11:48,ClinicalOnly,0.9949,0.991,0.9976,0.9986,0.9974,0.9994,0.9806,0.973,0.9874,0.9633,0.949,0.9758,0.9951,0.9838,1.0,941,ClinicalEncoder + ClassificationHead; no sequence
2026-05-14 13:09,ABBI_seq,0.9498,0.9361,0.9627,0.9859,0.9815,0.9899,0.899,0.8814,0.9151,0.8476,0.821,0.872,0.8641,0.8141,0.9091,941,DNABERT-2 + ClinicalEncoder + CrossAttention; feature_set=seq
2026-05-14 13:09,ClinicalOnly_seq,0.8715,0.8482,0.8948,0.9627,0.9519,0.9715,0.8624,0.842,0.8809,0.7714,0.7416,0.8014,0.9369,0.8991,0.9676,941,ClinicalEncoder + ClassificationHead; no sequence; feature_set=seq
